type,sequence len,errors,corrects,0
m,20,7,13.0,2
m,20,7,15.0,1
m,20,7,17.0,1
m,20,7,18.0,1
m,20,7,19.0,2
m,20,7,20.0,99
m,20,8,3.0,2
m,20,8,4.0,2
m,20,8,6.0,2
m,20,8,8.0,2
m,20,8,13.0,1
m,20,8,14.0,2
m,20,8,15.0,3
m,20,8,16.0,2
m,20,8,17.0,1
m,20,8,18.0,1
m,20,8,19.0,3
m,20,8,20.0,103
m,25,0,4.0,1
m,25,0,7.0,1
m,25,0,9.0,1
m,25,0,13.0,1
m,25,0,14.0,1
m,25,0,15.0,1
m,25,0,21.0,1
m,25,0,24.0,1
m,25,0,25.0,101
m,25,1,4.0,1
m,25,1,5.0,1
m,25,1,6.0,1
m,25,1,12.0,2
m,25,1,15.0,1
m,25,1,17.0,2
m,25,1,21.0,1
m,25,1,23.0,1
m,25,1,24.0,1
m,25,1,25.0,139
m,25,10,3.0,2
m,25,10,4.0,2
m,25,10,5.0,2
m,25,10,6.0,1
m,25,10,8.0,1
m,25,10,10.0,1
m,25,10,11.0,1
m,25,10,13.0,1
m,25,10,15.0,2
m,25,10,18.0,1
m,25,10,20.0,1
m,25,10,22.0,1
m,25,10,23.0,4
m,25,10,24.0,3
m,25,10,25.0,118
m,25,2,3.0,1
m,25,2,4.0,2
m,25,2,8.0,1
m,25,2,10.0,1
m,25,2,13.0,1
m,25,2,16.0,2
m,25,2,19.0,1
m,25,2,20.0,2
m,25,2,22.0,1
m,25,2,23.0,1
m,25,2,25.0,115
m,25,3,3.0,1
m,25,3,10.0,1
m,25,3,12.0,1
m,25,3,15.0,2
m,25,3,16.0,2
m,25,3,17.0,1
m,25,3,21.0,1
m,25,3,22.0,1
m,25,3,23.0,1
m,25,3,24.0,3
m,25,3,25.0,127
m,25,4,3.0,2
m,25,4,4.0,2
m,25,4,8.0,1
m,25,4,11.0,2
m,25,4,13.0,1
m,25,4,19.0,1
m,25,4,22.0,1
m,25,4,23.0,1
m,25,4,24.0,2
m,25,4,25.0,116
m,25,5,2.0,2
m,25,5,3.0,1
m,25,5,4.0,3
m,25,5,8.0,1
m,25,5,10.0,1
m,25,5,11.0,1
m,25,5,12.0,1
m,25,5,19.0,1
m,25,5,20.0,1
m,25,5,23.0,1
m,25,5,24.0,3
m,25,5,25.0,113
m,25,6,4.0,1
m,25,6,17.0,1
m,25,6,19.0,1
m,25,6,22.0,2
m,25,6,24.0,5
m,25,6,25.0,99
m,25,7,3.0,1
m,25,7,8.0,3
m,25,7,12.0,1
m,25,7,14.0,2
m,25,7,15.0,1
m,25,7,23.0,1
m,25,7,24.0,4
m,25,7,25.0,116
m,25,8,2.0,2
m,25,8,9.0,1
m,25,8,13.0,1
m,25,8,14.0,3
m,25,8,15.0,1
m,25,8,16.0,1
m,25,8,20.0,1
m,25,8,21.0,1
m,25,8,22.0,1
m,25,8,23.0,1
m,25,8,25.0,124
m,25,9,2.0,1
m,25,9,5.0,1
m,25,9,6.0,2
m,25,9,17.0,1
m,25,9,19.0,1
m,25,9,20.0,2
m,25,9,24.0,2
m,25,9,25.0,97
m,30,0,4.0,2
m,30,0,8.0,1
m,30,0,9.0,1
m,30,0,13.0,1
m,30,0,14.0,1
m,30,0,22.0,1
m,30,0,25.0,1
m,30,0,30.0,116
m,30,1,3.0,1
m,30,1,10.0,1
m,30,1,18.0,2
m,30,1,22.0,1
m,30,1,26.0,1
m,30,1,27.0,1
m,30,1,30.0,116
m,30,10,4.0,1
m,30,10,7.0,1
m,30,10,9.0,1
m,30,10,10.0,1
m,30,10,11.0,2
m,30,10,12.0,1
m,30,10,13.0,1
m,30,10,14.0,1
m,30,10,15.0,2
m,30,10,17.0,1
m,30,10,22.0,1
m,30,10,26.0,1
m,30,10,29.0,7
m,30,10,30.0,108
m,30,11,2.0,1
m,30,11,3.0,1
m,30,11,6.0,1
m,30,11,8.0,1
m,30,11,11.0,1
m,30,11,12.0,1
m,30,11,14.0,1
m,30,11,25.0,1
m,30,11,26.0,3
m,30,11,27.0,1
m,30,11,28.0,1
m,30,11,29.0,8
m,30,11,30.0,116
m,30,12,1.0,1
m,30,12,5.0,2
m,30,12,10.0,1
m,30,12,13.0,2
m,30,12,15.0,1
m,30,12,16.0,1
m,30,12,18.0,1
m,30,12,24.0,2
m,30,12,26.0,1
m,30,12,29.0,5
m,30,12,30.0,95
m,30,2,13.0,1
m,30,2,19.0,1
m,30,2,30.0,111
m,30,3,6.0,1
m,30,3,7.0,1
m,30,3,8.0,1
m,30,3,11.0,2
m,30,3,17.0,1
m,30,3,22.0,1
m,30,3,23.0,1
m,30,3,26.0,2
m,30,3,27.0,2
m,30,3,29.0,1
m,30,3,30.0,108
m,30,4,2.0,1
m,30,4,4.0,1
m,30,4,6.0,1
m,30,4,10.0,1
m,30,4,13.0,1
m,30,4,14.0,1
m,30,4,19.0,1
m,30,4,22.0,1
m,30,4,24.0,1
m,30,4,25.0,1
m,30,4,26.0,1
m,30,4,29.0,2
m,30,4,30.0,105
m,30,5,4.0,1
m,30,5,5.0,1
m,30,5,6.0,1
m,30,5,8.0,2
m,30,5,11.0,2
m,30,5,15.0,1
m,30,5,20.0,1
m,30,5,22.0,1
m,30,5,29.0,2
m,30,5,30.0,106
m,30,6,2.0,1
m,30,6,4.0,4
m,30,6,5.0,1
m,30,6,6.0,1
m,30,6,11.0,1
m,30,6,22.0,1
m,30,6,27.0,1
m,30,6,30.0,119
m,30,7,4.0,1
m,30,7,13.0,1
m,30,7,19.0,1
m,30,7,27.0,1
m,30,7,29.0,4
m,30,7,30.0,111
m,30,8,3.0,1
m,30,8,4.0,2
m,30,8,6.0,1
m,30,8,10.0,1
m,30,8,17.0,1
m,30,8,19.0,1
m,30,8,26.0,1
m,30,8,29.0,2
m,30,8,30.0,123
m,30,9,3.0,1
m,30,9,8.0,1
m,30,9,9.0,1
m,30,9,14.0,2
m,30,9,15.0,1
m,30,9,19.0,1
m,30,9,25.0,2
m,30,9,26.0,1
m,30,9,27.0,1
m,30,9,28.0,1
m,30,9,29.0,3
m,30,9,30.0,92
m,35,0,15.0,1
m,35,0,17.0,1
m,35,0,18.0,2
m,35,0,19.0,1
m,35,0,24.0,2
m,35,0,29.0,1
m,35,0,32.0,2
m,35,0,34.0,1
m,35,0,35.0,95
m,35,1,3.0,1
m,35,1,7.0,1
m,35,1,8.0,1
m,35,1,11.0,1
m,35,1,17.0,1
m,35,1,21.0,2
m,35,1,30.0,1
m,35,1,32.0,2
m,35,1,35.0,104
m,35,10,2.0,1
m,35,10,5.0,1
m,35,10,9.0,1
m,35,10,10.0,1
m,35,10,11.0,1
m,35,10,13.0,1
m,35,10,15.0,2
m,35,10,16.0,2
m,35,10,17.0,1
m,35,10,22.0,1
m,35,10,24.0,1
m,35,10,27.0,1
m,35,10,30.0,1
m,35,10,34.0,2
m,35,10,35.0,107
m,35,11,3.0,1
m,35,11,5.0,2
m,35,11,18.0,2
m,35,11,24.0,1
m,35,11,25.0,2
m,35,11,34.0,3
m,35,11,35.0,131
m,35,12,8.0,1
m,35,12,15.0,1
m,35,12,18.0,1
m,35,12,20.0,1
m,35,12,26.0,1
m,35,12,27.0,1
m,35,12,32.0,1
m,35,12,33.0,1
m,35,12,34.0,3
m,35,12,35.0,113
m,35,13,2.0,1
m,35,13,8.0,1
m,35,13,9.0,1
m,35,13,10.0,1
m,35,13,11.0,2
m,35,13,13.0,1
m,35,13,14.0,1
m,35,13,17.0,2
m,35,13,20.0,1
m,35,13,28.0,2
m,35,13,33.0,2
m,35,13,34.0,7
m,35,13,35.0,103
m,35,14,3.0,1
m,35,14,6.0,1
m,35,14,10.0,2
m,35,14,11.0,2
m,35,14,12.0,1
m,35,14,14.0,1
m,35,14,17.0,2
m,35,14,18.0,1
m,35,14,27.0,1
m,35,14,28.0,1
m,35,14,29.0,1
m,35,14,32.0,1
m,35,14,33.0,3
m,35,14,34.0,2
m,35,14,35.0,97
m,35,2,5.0,1
m,35,2,12.0,1
m,35,2,13.0,1
m,35,2,16.0,1
m,35,2,19.0,1
m,35,2,20.0,1
m,35,2,21.0,1
m,35,2,30.0,2
m,35,2,34.0,2
m,35,2,35.0,119
m,35,3,7.0,1
m,35,3,11.0,1
m,35,3,15.0,1
m,35,3,17.0,1
m,35,3,19.0,1
m,35,3,23.0,1
m,35,3,26.0,1
m,35,3,28.0,1
m,35,3,30.0,1
m,35,3,34.0,1
m,35,3,35.0,120
m,35,4,3.0,1
m,35,4,24.0,2
m,35,4,32.0,3
m,35,4,33.0,1
m,35,4,34.0,2
m,35,4,35.0,124
m,35,5,6.0,1
m,35,5,10.0,1
m,35,5,11.0,1
m,35,5,15.0,2
m,35,5,28.0,1
m,35,5,29.0,1
m,35,5,31.0,1
m,35,5,32.0,1
m,35,5,34.0,4
m,35,5,35.0,118
m,35,6,2.0,1
m,35,6,8.0,1
m,35,6,11.0,1
m,35,6,13.0,2
m,35,6,16.0,2
m,35,6,17.0,1
m,35,6,23.0,1
m,35,6,24.0,1
m,35,6,32.0,1
m,35,6,33.0,1
m,35,6,34.0,2
m,35,6,35.0,113
m,35,7,5.0,1
m,35,7,28.0,1
m,35,7,29.0,1
m,35,7,32.0,2
m,35,7,34.0,3
m,35,7,35.0,120
m,35,8,5.0,1
m,35,8,6.0,1
m,35,8,11.0,1
m,35,8,14.0,1
m,35,8,16.0,1
m,35,8,17.0,1
m,35,8,28.0,1
m,35,8,29.0,1
m,35,8,30.0,1
m,35,8,33.0,1
m,35,8,34.0,3
m,35,8,35.0,107
m,35,9,3.0,1
m,35,9,5.0,1
m,35,9,11.0,1
m,35,9,13.0,1
m,35,9,14.0,1
m,35,9,15.0,1
m,35,9,21.0,1
m,35,9,22.0,1
m,35,9,23.0,1
m,35,9,27.0,1
m,35,9,29.0,2
m,35,9,31.0,1
m,35,9,34.0,2
m,35,9,35.0,103
m,40,0,9.0,1
m,40,0,12.0,2
m,40,0,15.0,2
m,40,0,17.0,1
m,40,0,18.0,2
m,40,0,21.0,1
m,40,0,22.0,1
m,40,0,26.0,1
m,40,0,29.0,4
m,40,0,32.0,1
m,40,0,37.0,1
m,40,0,39.0,97
m,40,1,5.0,1
m,40,1,8.0,1
m,40,1,11.0,1
m,40,1,13.0,1
m,40,1,14.0,1
m,40,1,17.0,3
m,40,1,37.0,1
m,40,1,39.0,93
m,40,10,3.0,2
m,40,10,8.0,2
m,40,10,10.0,1
m,40,10,18.0,1
m,40,10,25.0,1
m,40,10,26.0,1
m,40,10,31.0,2
m,40,10,33.0,1
m,40,10,35.0,1
m,40,10,38.0,4
m,40,10,39.0,107
m,40,11,5.0,2
m,40,11,9.0,1
m,40,11,11.0,1
m,40,11,20.0,2
m,40,11,21.0,1
m,40,11,27.0,1
m,40,11,28.0,1
m,40,11,35.0,1
m,40,11,37.0,1
m,40,11,38.0,11
m,40,11,39.0,118
m,40,12,5.0,2
m,40,12,7.0,2
m,40,12,8.0,3
m,40,12,9.0,1
m,40,12,11.0,1
m,40,12,13.0,1
m,40,12,23.0,1
m,40,12,30.0,1
m,40,12,31.0,1
m,40,12,32.0,1
m,40,12,38.0,7
m,40,12,39.0,105
m,40,13,4.0,1
m,40,13,5.0,1
m,40,13,14.0,1
m,40,13,15.0,1
m,40,13,26.0,2
m,40,13,29.0,1
m,40,13,31.0,1
m,40,13,34.0,3
m,40,13,38.0,5
m,40,13,39.0,106
m,40,14,10.0,1
m,40,14,12.0,1
m,40,14,14.0,1
m,40,14,17.0,1
m,40,14,29.0,1
m,40,14,34.0,2
m,40,14,36.0,1
m,40,14,37.0,1
m,40,14,38.0,4
m,40,14,39.0,119
m,40,15,4.0,1
m,40,15,5.0,2
m,40,15,8.0,1
m,40,15,11.0,1
m,40,15,15.0,1
m,40,15,33.0,2
m,40,15,34.0,2
m,40,15,38.0,6
m,40,15,39.0,113
m,40,16,3.0,1
m,40,16,4.0,1
m,40,16,5.0,1
m,40,16,9.0,1
m,40,16,10.0,1
m,40,16,14.0,2
m,40,16,18.0,1
m,40,16,20.0,1
m,40,16,23.0,2
m,40,16,25.0,2
m,40,16,26.0,1
m,40,16,34.0,1
m,40,16,37.0,3
m,40,16,38.0,10
m,40,16,39.0,109
m,40,2,5.0,1
m,40,2,12.0,2
m,40,2,15.0,2
m,40,2,17.0,3
m,40,2,22.0,1
m,40,2,26.0,1
m,40,2,27.0,1
m,40,2,30.0,1
m,40,2,31.0,1
m,40,2,32.0,1
m,40,2,34.0,1
m,40,2,39.0,117
m,40,3,12.0,2
m,40,3,17.0,1
m,40,3,19.0,1
m,40,3,29.0,1
m,40,3,34.0,1
m,40,3,39.0,97
m,40,4,5.0,1
m,40,4,6.0,1
m,40,4,9.0,1
m,40,4,11.0,1
m,40,4,12.0,1
m,40,4,13.0,1
m,40,4,14.0,1
m,40,4,15.0,1
m,40,4,27.0,1
m,40,4,28.0,1
m,40,4,29.0,1
m,40,4,31.0,1
m,40,4,38.0,1
m,40,4,39.0,111
m,40,5,2.0,1
m,40,5,5.0,1
m,40,5,9.0,1
m,40,5,13.0,1
m,40,5,14.0,1
m,40,5,16.0,1
m,40,5,19.0,1
m,40,5,34.0,1
m,40,5,36.0,1
m,40,5,37.0,2
m,40,5,38.0,3
m,40,5,39.0,98
m,40,6,15.0,1
m,40,6,17.0,1
m,40,6,18.0,1
m,40,6,19.0,1
m,40,6,24.0,1
m,40,6,26.0,1
m,40,6,38.0,2
m,40,6,39.0,127
m,40,7,4.0,1
m,40,7,5.0,1
m,40,7,7.0,1
m,40,7,8.0,2
m,40,7,13.0,2
m,40,7,19.0,1
m,40,7,28.0,1
m,40,7,31.0,1
m,40,7,34.0,1
m,40,7,35.0,1
m,40,7,36.0,1
m,40,7,38.0,2
m,40,7,39.0,111
m,40,8,5.0,2
m,40,8,7.0,2
m,40,8,10.0,1
m,40,8,12.0,1
m,40,8,13.0,1
m,40,8,15.0,3
m,40,8,20.0,1
m,40,8,24.0,1
m,40,8,38.0,6
m,40,8,39.0,110
m,40,9,4.0,1
m,40,9,5.0,1
m,40,9,8.0,1
m,40,9,9.0,1
m,40,9,16.0,2
m,40,9,17.0,2
m,40,9,20.0,1
m,40,9,23.0,1
m,40,9,32.0,1
m,40,9,34.0,1
m,40,9,38.0,4
m,40,9,39.0,115
m,5,0,2.0,2
m,5,0,4.0,1
m,5,0,5.0,111
m,5,1,2.0,3
m,5,1,3.0,1
m,5,1,4.0,4
m,5,1,5.0,114
m,5,2,1.0,2
m,5,2,2.0,6
m,5,2,3.0,6
m,5,2,4.0,4
m,5,2,5.0,104
